sep=;
ID;Description;weight-gr;Type;Color;Size;Price;EU 1st item;EU additional;near-EU 1st item;near-EU additional;wwide 1st item;ww additional
5052;Next Level 3900 Ladies' The Boyfriend Tee with Tear Away Label (White / 2XL);138.9;Apparel;White;2XL;14.39;5;0.75;8;1;10;1.2
5053;Next Level 3900 Ladies' The Boyfriend Tee with Tear Away Label (Black / XS);96.4;Apparel;Black;XS;13.08;5;0.75;8;1;10;1.2
5054;Next Level 3900 Ladies' The Boyfriend Tee with Tear Away Label (Black / S);102.1;Apparel;Black;S;13.08;5;0.75;8;1;10;1.2
5055;Next Level 3900 Ladies' The Boyfriend Tee with Tear Away Label (Black / M);116.2;Apparel;Black;M;13.08;5;0.75;8;1;10;1.2
5056;Next Level 3900 Ladies' The Boyfriend Tee with Tear Away Label (Black / L);113.4;Apparel;Black;L;13.08;5;0.75;8;1;10;1.2
5057;Next Level 3900 Ladies' The Boyfriend Tee with Tear Away Label (Black / XL);130.4;Apparel;Black;XL;13.08;5;0.75;8;1;10;1.2
5058;Next Level 3900 Ladies' The Boyfriend Tee with Tear Away Label (Black / 2XL);138.9;Apparel;Black;2XL;14.39;5;0.75;8;1;10;1.2
5059;Next Level 3900 Ladies' The Boyfriend Tee with Tear Away Label (Heather Grey / XS);96.4;Apparel;Heather Grey;XS;13.08;5;0.75;8;1;10;1.2
5060;Next Level 3900 Ladies' The Boyfriend Tee with Tear Away Label (Heather Grey / S);102.1;Apparel;Heather Grey;S;13.08;5;0.75;8;1;10;1.2
5061;Next Level 3900 Ladies' The Boyfriend Tee with Tear Away Label (Heather Grey / M);116.2;Apparel;Heather Grey;M;13.08;5;0.75;8;1;10;1.2
5062;Next Level 3900 Ladies' The Boyfriend Tee with Tear Away Label (Heather Grey / L);113.4;Apparel;Heather Grey;L;13.08;5;0.75;8;1;10;1.2
5063;Next Level 3900 Ladies' The Boyfriend Tee with Tear Away Label (Heather Grey / XL);130.4;Apparel;Heather Grey;XL;13.08;5;0.75;8;1;10;1.2
5064;Next Level 3900 Ladies' The Boyfriend Tee with Tear Away Label (Heather Grey / 2XL);138.9;Apparel;Heather Grey;2XL;14.39;5;0.75;8;1;10;1.2
5071;Next Level 3900 Ladies' The Boyfriend Tee with Tear Away Label (Hot Pink / XS);96.4;Apparel;Hot Pink;XS;13.08;5;0.75;8;1;10;1.2
5072;Next Level 3900 Ladies' The Boyfriend Tee with Tear Away Label (Hot Pink / S);102.1;Apparel;Hot Pink;S;13.08;5;0.75;8;1;10;1.2
5073;Next Level 3900 Ladies' The Boyfriend Tee with Tear Away Label (Hot Pink / M);116.2;Apparel;Hot Pink;M;13.08;5;0.75;8;1;10;1.2
5074;Next Level 3900 Ladies' The Boyfriend Tee with Tear Away Label (Hot Pink / L);113.4;Apparel;Hot Pink;L;13.08;5;0.75;8;1;10;1.2
5075;Next Level 3900 Ladies' The Boyfriend Tee with Tear Away Label (Hot Pink / XL);130.4;Apparel;Hot Pink;XL;13.08;5;0.75;8;1;10;1.2
5076;Next Level 3900 Ladies' The Boyfriend Tee with Tear Away Label (Hot Pink / 2XL);138.9;Apparel;Hot Pink;2XL;14.39;5;0.75;8;1;10;1.2
5085;Next Level 3710 Girl's The Princess Tee with Tear Away Label (Black / S);65.2;Apparel;Black;S;11.77;5;0.75;8;1;10;1.2
5086;Next Level 3710 Girl's The Princess Tee with Tear Away Label (Black / M);73.7;Apparel;Black;M;11.77;5;0.75;8;1;10;1.2
5087;Next Level 3710 Girl's The Princess Tee with Tear Away Label (Black / L);82.2;Apparel;Black;L;11.77;5;0.75;8;1;10;1.2
5088;Next Level 3710 Girl's The Princess Tee with Tear Away Label (Black / XL);130.4;Apparel;Black;XL;11.77;5;0.75;8;1;10;1.2
5089;Next Level 3601 Premium Fitted Long Sleeve Crew with Tear Away Label (Black / S);170.1;Apparel;Black;S;15.26;5;0.75;8;1;10;1.2
5090;Next Level 3601 Premium Fitted Long Sleeve Crew with Tear Away Label (Black / M);172.9;Apparel;Black;M;15.26;5;0.75;8;1;10;1.2
5091;Next Level 3601 Premium Fitted Long Sleeve Crew with Tear Away Label (Black / L);189.9;Apparel;Black;L;15.26;5;0.75;8;1;10;1.2
5092;Next Level 3601 Premium Fitted Long Sleeve Crew with Tear Away Label (Black / XL);218.3;Apparel;Black;XL;15.26;5;0.75;8;1;10;1.2
5093;Next Level 3601 Premium Fitted Long Sleeve Crew with Tear Away Label (Black / 2XL);243.8;Apparel;Black;2XL;16.57;5;0.75;8;1;10;1.2
5208;Next Level 3710 Girl's The Princess Tee with Tear Away Label (Black / XS);59.5;Apparel;Black;XS;11.77;5;0.75;8;1;10;1.2
5218;Bella + Canvas 8430 Ladies' Triblend Racerback Tank (Grey Triblend / S);65.2;Apparel;Grey Triblend;S;13.91;5;0.75;8;1;10;1.2
5219;Bella + Canvas 8430 Ladies' Triblend Racerback Tank (Grey Triblend / M);68;Apparel;Grey Triblend;M;13.91;5;0.75;8;1;10;1.2
5220;Bella + Canvas 8430 Ladies' Triblend Racerback Tank (Grey Triblend / L);70.9;Apparel;Grey Triblend;L;13.91;5;0.75;8;1;10;1.2
5221;Bella + Canvas 8430 Ladies' Triblend Racerback Tank (Grey Triblend / XL);87.9;Apparel;Grey Triblend;XL;13.91;5;0.75;8;1;10;1.2
5222;Bella + Canvas 8430 Ladiesâ€™ Triblend Racerback Tank (Grey Triblend / 2XL);90.7;Apparel;Grey Triblend;2XL;15.22;5;0.75;8;1;10;1.2
5235;Next Level 3601 Premium Fitted Long Sleeve Crew with Tear Away Label (White / S);170.1;Apparel;White;S;15.26;5;0.75;8;1;10;1.2
5236;Next Level 3601 Premium Fitted Long Sleeve Crew with Tear Away Label (White / M);172.9;Apparel;White;M;15.26;5;0.75;8;1;10;1.2
5237;Next Level 3601 Premium Fitted Long Sleeve Crew with Tear Away Label (White / L);189.9;Apparel;White;L;15.26;5;0.75;8;1;10;1.2
5238;Next Level 3601 Premium Fitted Long Sleeve Crew with Tear Away Label (White / XL);218.3;Apparel;White;XL;15.26;5;0.75;8;1;10;1.2
5239;Next Level 3601 Premium Fitted Long Sleeve Crew with Tear Away Label (White / 2XL);243.8;Apparel;White;2XL;16.57;5;0.75;8;1;10;1.2
5245;Next Level 3601 Premium Fitted Long Sleeve Crew with Tear Away Label (Heavy Metal / S);170.1;Apparel;Heavy Metal;S;15.26;5;0.75;8;1;10;1.2
5246;Next Level 3601 Premium Fitted Long Sleeve Crew with Tear Away Label (Heavy Metal / M);172.9;Apparel;Heavy Metal;M;15.26;5;0.75;8;1;10;1.2
5247;Next Level 3601 Premium Fitted Long Sleeve Crew with Tear Away Label (Heavy Metal / L);189.9;Apparel;Heavy Metal;L;15.26;5;0.75;8;1;10;1.2
5248;Next Level 3601 Premium Fitted Long Sleeve Crew with Tear Away Label (Heavy Metal / XL);218.3;Apparel;Heavy Metal;XL;15.26;5;0.75;8;1;10;1.2
5249;Next Level 3601 Premium Fitted Long Sleeve Crew with Tear Away Label (Heavy Metal / 2XL);243.8;Apparel;Heavy Metal;2XL;16.57;5;0.75;8;1;10;1.2
5331;Next Level 3600 Premium Fitted Short Sleeve Crew with Tear Away Label (Red / XS);127.6;Apparel;Red;XS;12.64;5;0.75;8;1;10;1.2
5332;Next Level 3600 Premium Fitted Short Sleeve Crew with Tear Away Label (Red / S);133.2;Apparel;Red;S;12.64;5;0.75;8;1;10;1.2
5333;Next Level 3600 Premium Fitted Short Sleeve Crew with Tear Away Label (Red / M);161.6;Apparel;Red;M;12.64;5;0.75;8;1;10;1.2
5334;Next Level 3600 Premium Fitted Short Sleeve Crew with Tear Away Label (Red / L);170.1;Apparel;Red;L;12.64;5;0.75;8;1;10;1.2
5335;Next Level 3600 Premium Fitted Short Sleeve Crew with Tear Away Label (Red / XL);187.1;Apparel;Red;XL;12.64;5;0.75;8;1;10;1.2
5336;Next Level 3600 Premium Fitted Short Sleeve Crew with Tear Away Label (Red / 2XL);201.3;Apparel;Red;2XL;13.95;5;0.75;8;1;10;1.2
5337;Next Level 3600 Premium Fitted Short Sleeve Crew with Tear Away Label (Red / 3XL);212.6;Apparel;Red;3XL;15.26;5;0.75;8;1;10;1.2
5338;Next Level 3600 Premium Fitted Short Sleeve Crew with Tear Away Label (Royal Blue / XS);127.6;Apparel;Royal Blue;XS;12.64;5;0.75;8;1;10;1.2
5339;Next Level 3600 Premium Fitted Short Sleeve Crew with Tear Away Label (Royal Blue / S);133.2;Apparel;Royal Blue;S;12.64;5;0.75;8;1;10;1.2
5340;Next Level 3600 Premium Fitted Short Sleeve Crew with Tear Away Label (Royal Blue / M);161.6;Apparel;Royal Blue;M;12.64;5;0.75;8;1;10;1.2
5341;Next Level 3600 Premium Fitted Short Sleeve Crew with Tear Away Label (Royal Blue / L);170.1;Apparel;Royal Blue;L;12.64;5;0.75;8;1;10;1.2
5342;Next Level 3600 Premium Fitted Short Sleeve Crew with Tear Away Label (Royal Blue / XL);187.1;Apparel;Royal Blue;XL;12.64;5;0.75;8;1;10;1.2
5343;Next Level 3600 Premium Fitted Short Sleeve Crew with Tear Away Label (Royal Blue / 2XL);201.3;Apparel;Royal Blue;2XL;13.95;5;0.75;8;1;10;1.2
5344;Next Level 3600 Premium Fitted Short Sleeve Crew with Tear Away Label (Royal Blue / 3XL);212.6;Apparel;Royal Blue;3XL;15.26;5;0.75;8;1;10;1.2
5345;European Apparel TR401 Unisex Tri-Blend Short Sleeve Track Shirt (Athletic Grey / XS);119.1;Apparel;Athletic Grey;XS;15.65;5;0.75;8;1;10;1.2
5346;European Apparel TR401 Unisex Tri-Blend Short Sleeve Track Shirt (Athletic Grey / S);127.6;Apparel;Athletic Grey;S;15.65;5;0.75;8;1;10;1.2
5347;European Apparel TR401 Unisex Tri-Blend Short Sleeve Track Shirt (Athletic Grey / M);147.4;Apparel;Athletic Grey;M;15.65;5;0.75;8;1;10;1.2
5348;European Apparel TR401 Unisex Tri-Blend Short Sleeve Track Shirt (Athletic Grey / L);161.6;Apparel;Athletic Grey;L;15.65;5;0.75;8;1;10;1.2
5349;European Apparel TR401 Unisex Tri-Blend Short Sleeve Track Shirt (Athletic Grey / XL);178.6;Apparel;Athletic Grey;XL;15.65;5;0.75;8;1;10;1.2
5350;European Apparel TR401 Unisex Tri-Blend Short Sleeve Track Shirt (Athletic Grey / 2XL);192.8;Apparel;Athletic Grey;2XL;16.96;5;0.75;8;1;10;1.2
5351;European Apparel TR401 Unisex Tri-Blend Short Sleeve Track Shirt (Tri-Cranberry / XS);121.9;Apparel;Tri-Cranberry;XS;15.65;5;0.75;8;1;10;1.2
5352;European Apparel TR401 Unisex Tri-Blend Short Sleeve Track Shirt (Tri-Cranberry / S);130.4;Apparel;Tri-Cranberry;S;15.65;5;0.75;8;1;10;1.2
5353;European Apparel TR401 Unisex Tri-Blend Short Sleeve Track Shirt (Tri-Cranberry / M);147.4;Apparel;Tri-Cranberry;M;15.65;5;0.75;8;1;10;1.2
5354;European Apparel TR401 Unisex Tri-Blend Short Sleeve Track Shirt (Tri-Cranberry / L);161.6;Apparel;Tri-Cranberry;L;15.65;5;0.75;8;1;10;1.2
5355;European Apparel TR401 Unisex Tri-Blend Short Sleeve Track Shirt (Tri-Cranberry / XL);178.6;Apparel;Tri-Cranberry;XL;15.65;5;0.75;8;1;10;1.2
5356;European Apparel TR401 Unisex Tri-Blend Short Sleeve Track Shirt (Tri-Cranberry / 2XL);192.8;Apparel;Tri-Cranberry;2XL;16.96;5;0.75;8;1;10;1.2
5357;European Apparel TR401 Unisex Tri-Blend Short Sleeve Track Shirt (Tri-Coffee / XS);121.9;Apparel;Tri-Coffee;XS;15.65;5;0.75;8;1;10;1.2
5358;European Apparel TR401 Unisex Tri-Blend Short Sleeve Track Shirt (Tri-Coffee / S);130.4;Apparel;Tri-Coffee;S;15.65;5;0.75;8;1;10;1.2
5359;European Apparel TR401 Unisex Tri-Blend Short Sleeve Track Shirt (Tri-Coffee / M);147.4;Apparel;Tri-Coffee;M;15.65;5;0.75;8;1;10;1.2
5360;European Apparel TR401 Unisex Tri-Blend Short Sleeve Track Shirt (Tri-Coffee / L);161.6;Apparel;Tri-Coffee;L;15.65;5;0.75;8;1;10;1.2
5361;European Apparel TR401 Unisex Tri-Blend Short Sleeve Track Shirt (Tri-Coffee / XL);178.6;Apparel;Tri-Coffee;XL;15.65;5;0.75;8;1;10;1.2
5362;European Apparel TR401 Unisex Tri-Blend Short Sleeve Track Shirt (Tri-Coffee / 2XL);192.8;Apparel;Tri-Coffee;2XL;16.96;5;0.75;8;1;10;1.2
5363;European Apparel TR401 Unisex Tri-Blend Short Sleeve Track Shirt (Tri-Evergreen / XS);121.9;Apparel;Tri-Evergreen;XS;15.65;5;0.75;8;1;10;1.2
5364;European Apparel TR401 Unisex Tri-Blend Short Sleeve Track Shirt (Tri-Evergreen / S);130.4;Apparel;Tri-Evergreen;S;15.65;5;0.75;8;1;10;1.2
5365;European Apparel TR401 Unisex Tri-Blend Short Sleeve Track Shirt (Tri-Evergreen / M);147.4;Apparel;Tri-Evergreen;M;15.65;5;0.75;8;1;10;1.2
5366;European Apparel TR401 Unisex Tri-Blend Short Sleeve Track Shirt (Tri-Evergreen / L);161.6;Apparel;Tri-Evergreen;L;15.65;5;0.75;8;1;10;1.2
5367;European Apparel TR401 Unisex Tri-Blend Short Sleeve Track Shirt (Tri-Evergreen / XL);178.6;Apparel;Tri-Evergreen;XL;15.65;5;0.75;8;1;10;1.2
5368;European Apparel TR401 Unisex Tri-Blend Short Sleeve Track Shirt (Tri-Evergreen / 2XL);192.8;Apparel;Tri-Evergreen;2XL;16.96;5;0.75;8;1;10;1.2
5369;European Apparel TR401 Unisex Tri-Blend Short Sleeve Track Shirt (Tri-Oatmeal / XS);121.9;Apparel;Tri-Oatmeal;XS;15.65;5;0.75;8;1;10;1.2
5370;European Apparel TR401 Unisex Tri-Blend Short Sleeve Track Shirt (Tri-Oatmeal / S);130.4;Apparel;Tri-Oatmeal;S;15.65;5;0.75;8;1;10;1.2
5371;European Apparel TR401 Unisex Tri-Blend Short Sleeve Track Shirt (Tri-Oatmeal / M);147.4;Apparel;Tri-Oatmeal;M;15.65;5;0.75;8;1;10;1.2
5372;European Apparel TR401 Unisex Tri-Blend Short Sleeve Track Shirt (Tri-Oatmeal / L);161.6;Apparel;Tri-Oatmeal;L;15.65;5;0.75;8;1;10;1.2
5373;European Apparel TR401 Unisex Tri-Blend Short Sleeve Track Shirt (Tri-Oatmeal / XL);178.6;Apparel;Tri-Oatmeal;XL;15.65;5;0.75;8;1;10;1.2
5374;European Apparel TR401 Unisex Tri-Blend Short Sleeve Track Shirt (Tri-Oatmeal / 2XL);192.8;Apparel;Tri-Oatmeal;2XL;16.96;5;0.75;8;1;10;1.2
5398;Hanes 5180 Beefy-T (White / S);170.1;Apparel;White;S;13.95;5;0.75;8;1;10;1.2
5399;Hanes 5180 Beefy-T (White / M);218.3;Apparel;White;M;13.95;5;0.75;8;1;10;1.2
5400;Hanes 5180 Beefy-T (White / L);226.8;Apparel;White;L;13.95;5;0.75;8;1;10;1.2
5401;Hanes 5180 Beefy-T (White / XL);260.8;Apparel;White;XL;13.95;5;0.75;8;1;10;1.2
5402;Hanes 5180 Beefy-T (White / 2XL);311.8;Apparel;White;2XL;14.82;5;0.75;8;1;10;1.2
5403;Hanes 5180 Beefy-T (White / 3XL);340.2;Apparel;White;3XL;16.13;5;0.75;8;1;10;1.2
5404;Hanes 5180 Beefy-T (White / 4XL);354.4;Apparel;White;4XL;17.44;5;0.75;8;1;10;1.2
5405;Hanes 5180 Beefy-T (White / 5XL);394.1;Apparel;White;5XL;18.75;5;0.75;8;1;10;1.2
5406;Hanes 5180 Beefy-T (White / 6XL);411.1;Apparel;White;6XL;20.06;5;0.75;8;1;10;1.2
5407;Hanes 5180 Beefy-T (Black / S);170.1;Apparel;Black;S;13.95;5;0.75;8;1;10;1.2
5408;Hanes 5180 Beefy-T (Black / M);218.3;Apparel;Black;M;13.95;5;0.75;8;1;10;1.2
5409;Hanes 5180 Beefy-T (Black / L);226.8;Apparel;Black;L;13.95;5;0.75;8;1;10;1.2
5410;Hanes 5180 Beefy-T (Black / XL);260.8;Apparel;Black;XL;13.95;5;0.75;8;1;10;1.2
5411;Hanes 5180 Beefy-T (Black / 2XL);311.8;Apparel;Black;2XL;14.82;5;0.75;8;1;10;1.2
5412;Hanes 5180 Beefy-T (Black / 3XL);340.2;Apparel;Black;3XL;16.13;5;0.75;8;1;10;1.2
5413;Hanes 5180 Beefy-T (Black / 4XL);354.4;Apparel;Black;4XL;17.44;5;0.75;8;1;10;1.2
5414;Hanes 5180 Beefy-T (Black / 5XL);394.1;Apparel;Black;5XL;18.75;5;0.75;8;1;10;1.2
5426;Gildan 18000 Unisex Heavy Blend Crewneck Sweatshirt (White / S);331.7;Apparel;White;S;15.48;8;2;10;2;11;2.2
5427;Gildan 18000 Unisex Heavy Blend Crewneck Sweatshirt (White / M);391.2;Apparel;White;M;15.48;8;2;10;2;11;2.2
5428;Gildan 18000 Unisex Heavy Blend Crewneck Sweatshirt (White / L);413.9;Apparel;White;L;15.48;8;2;10;2;11;2.2
5429;Gildan 18000 Unisex Heavy Blend Crewneck Sweatshirt (White / XL);462.1;Apparel;White;XL;15.48;8;2;10;2;11;2.2
5430;Gildan 18000 Unisex Heavy Blend Crewneck Sweatshirt (White / 2XL);544.3;Apparel;White;2XL;16.79;8;2;10;2;11;2.2
5431;Gildan 18000 Unisex Heavy Blend Crewneck Sweatshirt (White / 3XL);564.2;Apparel;White;3XL;18.09;8;2;10;2;11;2.2
5432;Gildan 18000 Unisex Heavy Blend Crewneck Sweatshirt (White / 4XL);595.3;Apparel;White;4XL;19.4;8;2;10;2;11;2.2
5433;Gildan 18000 Unisex Heavy Blend Crewneck Sweatshirt (White / 5XL);654.9;Apparel;White;5XL;20.71;8;2;10;2;11;2.2
5434;Gildan 18000 Unisex Heavy Blend Crewneck Sweatshirt (Black / S);331.7;Apparel;Black;S;15.48;8;2;10;2;11;2.2
5435;Gildan 18000 Unisex Heavy Blend Crewneck Sweatshirt (Black / M);391.2;Apparel;Black;M;15.48;8;2;10;2;11;2.2
5436;Gildan 18000 Unisex Heavy Blend Crewneck Sweatshirt (Black / L);413.9;Apparel;Black;L;15.48;8;2;10;2;11;2.2
5437;Gildan 18000 Unisex Heavy Blend Crewneck Sweatshirt (Black / XL);462.1;Apparel;Black;XL;15.48;8;2;10;2;11;2.2
5438;Gildan 18000 Unisex Heavy Blend Crewneck Sweatshirt (Black / 2XL);544.3;Apparel;Black;2XL;16.79;8;2;10;2;11;2.2
5439;Gildan 18000 Unisex Heavy Blend Crewneck Sweatshirt (Black / 3XL);564.2;Apparel;Black;3XL;18.09;8;2;10;2;11;2.2
5440;Gildan 18000 Unisex Heavy Blend Crewneck Sweatshirt (Black / 4XL);595.3;Apparel;Black;4XL;19.4;8;2;10;2;11;2.2
5441;Gildan 18000 Unisex Heavy Blend Crewneck Sweatshirt (Black / 5XL);654.9;Apparel;Black;5XL;20.71;8;2;10;2;11;2.2
5442;Gildan 18000 Unisex Heavy Blend Crewneck Sweatshirt (Red / S);331.7;Apparel;Red;S;15.48;8;2;10;2;11;2.2
5443;Gildan 18000 Unisex Heavy Blend Crewneck Sweatshirt (Red / M);391.2;Apparel;Red;M;15.48;8;2;10;2;11;2.2
5444;Gildan 18000 Unisex Heavy Blend Crewneck Sweatshirt (Red / L);413.9;Apparel;Red;L;15.48;8;2;10;2;11;2.2
5445;Gildan 18000 Unisex Heavy Blend Crewneck Sweatshirt (Red / XL);462.1;Apparel;Red;XL;15.48;8;2;10;2;11;2.2
5446;Gildan 18000 Unisex Heavy Blend Crewneck Sweatshirt (Red / 2XL);544.3;Apparel;Red;2XL;16.79;8;2;10;2;11;2.2
5447;Gildan 18000 Unisex Heavy Blend Crewneck Sweatshirt (Red / 3XL);564.2;Apparel;Red;3XL;18.09;8;2;10;2;11;2.2
5448;Gildan 18000 Unisex Heavy Blend Crewneck Sweatshirt (Red / 4XL);595.3;Apparel;Red;4XL;19.4;8;2;10;2;11;2.2
5449;Gildan 18000 Unisex Heavy Blend Crewneck Sweatshirt (Red / 5XL);654.9;Apparel;Red;5XL;20.71;8;2;1L0;2;11;2.2
5466;Gildan 18000 Unisex Heavy Blend Crewneck Sweatshirt (Indigo Blue / S);331.7;Apparel;Indigo Blue;S;15.48;8;2;10;2;11;2.2
5467;Gildan 18000 Unisex Heavy Blend Crewneck Sweatshirt (Indigo Blue / M);391.2;Apparel;Indigo Blue;M;15.48;8;2;10;2;11;2.2
5468;Gildan 18000 Unisex Heavy Blend Crewneck Sweatshirt (Indigo Blue / L);413.9;Apparel;Indigo Blue;L;15.48;8;2;10;2;11;2.2
5469;Gildan 18000 Unisex Heavy Blend Crewneck Sweatshirt (Indigo Blue / XL);462.1;Apparel;Indigo Blue;XL;15.48;8;2;10;2;11;2.2
5470;Gildan 18000 Unisex Heavy Blend Crewneck Sweatshirt (Indigo Blue / 2XL);544.3;Apparel;Indigo Blue;2XL;16.79;8;2;10;2;11;2.2
5490;Gildan 18000 Unisex Heavy Blend Crewneck Sweatshirt (Maroon / S);331.7;Apparel;Maroon;S;15.48;8;2;10;2;11;2.2
5491;Gildan 18000 Unisex Heavy Blend Crewneck Sweatshirt (Maroon / M);391.2;Apparel;Maroon;M;15.48;8;2;10;2;11;2.2
5492;Gildan 18000 Unisex Heavy Blend Crewneck Sweatshirt (Maroon / L);413.9;Apparel;Maroon;L;15.48;8;2;10;2;11;2.2
5493;Gildan 18000 Unisex Heavy Blend Crewneck Sweatshirt (Maroon / XL);462.1;Apparel;Maroon;XL;15.48;8;2;10;2;11;2.2
5494;Gildan 18000 Unisex Heavy Blend Crewneck Sweatshirt (Maroon / 2XL);544.3;Apparel;Maroon;2XL;16.79;8;2;10;2;11;2.2
5498;Gildan 18000 Unisex Heavy Blend Crewneck Sweatshirt (Navy / S);331.7;Apparel;Navy;S;15.48;8;2;10;2;11;2.2
5499;Gildan 18000 Unisex Heavy Blend Crewneck Sweatshirt (Navy / M);391.2;Apparel;Navy;M;15.48;8;2;10;2;11;2.2
5500;Gildan 18000 Unisex Heavy Blend Crewneck Sweatshirt (Navy / L);413.9;Apparel;Navy;L;15.48;8;2;10;2;11;2.2
5501;Gildan 18000 Unisex Heavy Blend Crewneck Sweatshirt (Navy / XL);462.1;Apparel;Navy;XL;15.48;8;2;10;2;11;2.2
5502;Gildan 18000 Unisex Heavy Blend Crewneck Sweatshirt (Navy / 2XL);544.3;Apparel;Navy;2XL;16.79;8;2;10;2;11;2.2
5503;Gildan 18000 Unisex Heavy Blend Crewneck Sweatshirt (Navy / 3XL);564.2;Apparel;Navy;3XL;18.09;8;2;10;2;11;2.2
5504;Gildan 18000 Unisex Heavy Blend Crewneck Sweatshirt (Navy / 4XL);595.3;Apparel;Navy;4XL;19.4;8;2;10;2;11;2.2
5505;Gildan 18000 Unisex Heavy Blend Crewneck Sweatshirt (Navy / 5XL);654.9;Apparel;Navy;5XL;20.71;8;2;10;2;11;2.2
5514;Gildan 18000 Unisex Heavy Blend Crewneck Sweatshirt (Sport Grey / S);331.7;Apparel;Sport Grey;S;15.48;8;2;10;2;11;2.2
5515;Gildan 18000 Unisex Heavy Blend Crewneck Sweatshirt (Sport Grey / M);391.2;Apparel;Sport Grey;M;15.48;8;2;10;2;11;2.2
5516;Gildan 18000 Unisex Heavy Blend Crewneck Sweatshirt (Sport Grey / L);413.9;Apparel;Sport Grey;L;15.48;8;2;10;2;11;2.2
5517;Gildan 18000 Unisex Heavy Blend Crewneck Sweatshirt (Sport Grey / XL);462.1;Apparel;Sport Grey;XL;15.48;8;2;10;2;11;2.2
5518;Gildan 18000 Unisex Heavy Blend Crewneck Sweatshirt (Sport Grey / 2XL);544.3;Apparel;Sport Grey;2XL;16.79;8;2;10;2;11;2.2
5519;Gildan 18000 Unisex Heavy Blend Crewneck Sweatshirt (Sport Grey / 3XL);564.2;Apparel;Sport Grey;3XL;18.09;8;2;10;2;11;2.2
5520;Gildan 18000 Unisex Heavy Blend Crewneck Sweatshirt (Sport Grey / 4XL);595.3;Apparel;Sport Grey;4XL;19.4;8;2;10;2;11;2.2
5521;Gildan 18000 Unisex Heavy Blend Crewneck Sweatshirt (Sport Grey / 5XL);654.9;Apparel;Sport Grey;5XL;20.71;8;2;10;2;11;2.2
5522;Gildan 18500 Unisex Heavy Blend Hooded Sweatshirt (White / S);453.6;Apparel;White;S;18.09;8;2;10;2;11;2.2
5523;Gildan 18500 Unisex Heavy Blend Hooded Sweatshirt (White / M);467.8;Apparel;White;M;18.09;8;2;10;2;11;2.2
5524;Gildan 18500 Unisex Heavy Blend Hooded Sweatshirt (White / L);567;Apparel;White;L;18.09;8;2;10;2;11;2.2
5525;Gildan 18500 Unisex Heavy Blend Hooded Sweatshirt (White / XL);618;Apparel;White;XL;18.09;8;2;10;2;11;2.2
5526;Gildan 18500 Unisex Heavy Blend Hooded Sweatshirt (White / 2XL);637.9;Apparel;White;2XL;19.4;8;2;10;2;11;2.2
5527;Gildan 18500 Unisex Heavy Blend Hooded Sweatshirt (White / 3XL);714.4;Apparel;White;3XL;20.71;8;2;10;2;11;2.2
5528;Gildan 18500 Unisex Heavy Blend Hooded Sweatshirt (White / 4XL);725.7;Apparel;White;4XL;22.02;8;2;10;2;11;2.2
5529;Gildan 18500 Unisex Heavy Blend Hooded Sweatshirt (White / 5XL);745.6;Apparel;White;5XL;23.33;8;2;10;2;11;2.2
5530;Gildan 18500 Unisex Heavy Blend Hooded Sweatshirt (Black / S);453.6;Apparel;Black;S;18.09;8;2;10;2;11;2.2
5531;Gildan 18500 Unisex Heavy Blend Hooded Sweatshirt (Black / M);467.8;Apparel;Black;M;18.09;8;2;10;2;11;2.2
5532;Gildan 18500 Unisex Heavy Blend Hooded Sweatshirt (Black / L);567;Apparel;Black;L;18.09;8;2;10;2;11;2.2
5533;Gildan 18500 Unisex Heavy Blend Hooded Sweatshirt (Black / XL);618;Apparel;Black;XL;18.09;8;2;10;2;11;2.2
5534;Gildan 18500 Unisex Heavy Blend Hooded Sweatshirt (Black / 2XL);637.9;Apparel;Black;2XL;19.4;8;2;10;2;11;2.2
5535;Gildan 18500 Unisex Heavy Blend Hooded Sweatshirt (Black / 3XL);714.4;Apparel;Black;3XL;20.71;8;2;10;2;11;2.2
5536;Gildan 18500 Unisex Heavy Blend Hooded Sweatshirt (Black / 4XL);725.7;Apparel;Black;4XL;22.02;8;2;10;2;11;2.2
5537;Gildan 18500 Unisex Heavy Blend Hooded Sweatshirt (Black / 5XL);745.6;Apparel;Black;5XL;23.33;8;2;10;2;11;2.2
5538;Gildan 18500 Unisex Heavy Blend Hooded Sweatshirt (Red / S);453.6;Apparel;Red;S;18.09;8;2;10;2;11;2.2
5539;Gildan 18500 Unisex Heavy Blend Hooded Sweatshirt (Red / M);467.8;Apparel;Red;M;18.09;8;2;10;2;11;2.2
5540;Gildan 18500 Unisex Heavy Blend Hooded Sweatshirt (Red / L);567;Apparel;Red;L;18.09;8;2;10;2;11;2.2
5541;Gildan 18500 Unisex Heavy Blend Hooded Sweatshirt (Red / XL);618;Apparel;Red;XL;18.09;8;2;10;2;11;2.2
5542;Gildan 18500 Unisex Heavy Blend Hooded Sweatshirt (Red / 2XL);637.9;Apparel;Red;2XL;19.4;8;2;10;2;11;2.2
5543;Gildan 18500 Unisex Heavy Blend Hooded Sweatshirt (Red / 3XL);714.4;Apparel;Red;3XL;20.71;8;2;10;2;11;2.2
5544;Gildan 18500 Unisex Heavy Blend Hooded Sweatshirt (Red / 4XL);725.7;Apparel;Red;4XL;22.02;8;2;10;2;11;2.2
