sep=;
ID;Description;weight-gr;Type;Color;Size;Price;shipping
6505;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Charcoal-Black Triblend / S);121.9;Apparel;Charcoal-Black Triblend;S;14.78;8
6506;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Charcoal-Black Triblend / M);138.91;Apparel;Charcoal-Black Triblend;M;14.78;8
6507;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Charcoal-Black Triblend / L);150.25;Apparel;Charcoal-Black Triblend;L;14.78;8
6508;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Charcoal-Black Triblend / XL);164.43;Apparel;Charcoal-Black Triblend;XL;14.78;8
6509;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Charcoal-Black Triblend / 2XL);181.44;Apparel;Charcoal-Black Triblend;2XL;16.09;8
6510;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Charcoal-Black Triblend / 3XL);184.27;Apparel;Charcoal-Black Triblend;3XL;17.4;8
6511;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Charcoal-Black Triblend / 4XL);215.46;Apparel;Charcoal-Black Triblend;4XL;18.7;8
6512;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Clay Triblend / XS);107.73;Apparel;Clay Triblend;XS;14.78;8
6513;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Clay Triblend / S);121.9;Apparel;Clay Triblend;S;14.78;8
6514;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Clay Triblend / M);138.91;Apparel;Clay Triblend;M;14.78;8
6515;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Clay Triblend / L);150.25;Apparel;Clay Triblend;L;14.78;8
6516;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Clay Triblend / XL);164.43;Apparel;Clay Triblend;XL;14.78;8
6517;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Clay Triblend / 2XL);181.44;Apparel;Clay Triblend;2XL;16.09;8
6518;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Clay Triblend / 3XL);184.27;Apparel;Clay Triblend;3XL;17.4;8
6520;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Emerald Triblend / XS);107.73;Apparel;Emerald Triblend;XS;14.78;8
6521;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Emerald Triblend / S);121.9;Apparel;Emerald Triblend;S;14.78;8
6522;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Emerald Triblend / M);138.91;Apparel;Emerald Triblend;M;14.78;8
6523;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Emerald Triblend / L);150.25;Apparel;Emerald Triblend;L;14.78;8
6524;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Emerald Triblend / XL);164.43;Apparel;Emerald Triblend;XL;14.78;8
6525;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Emerald Triblend / 2XL);181.44;Apparel;Emerald Triblend;2XL;16.09;8
6526;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Emerald Triblend / 3XL);184.27;Apparel;Emerald Triblend;3XL;17.4;8
6528;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Green Triblend / XS);107.73;Apparel;Green Triblend;XS;14.78;8
6529;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Green Triblend / S);121.9;Apparel;Green Triblend;S;14.78;8
6530;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Green Triblend / M);138.91;Apparel;Green Triblend;M;14.78;8
6531;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Green Triblend / L);150.25;Apparel;Green Triblend;L;14.78;8
6532;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Green Triblend / XL);164.43;Apparel;Green Triblend;XL;14.78;8
6533;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Green Triblend / 2XL);181.44;Apparel;Green Triblend;2XL;16.09;8
6534;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Green Triblend / 3XL);184.27;Apparel;Green Triblend;3XL;17.4;8
6536;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Grey Triblend / XS);107.73;Apparel;Grey Triblend;XS;14.78;8
6537;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Grey Triblend / S);121.9;Apparel;Grey Triblend;S;14.78;8
6538;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Grey Triblend / M);138.91;Apparel;Grey Triblend;M;14.78;8
6539;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Grey Triblend / L);150.25;Apparel;Grey Triblend;L;14.78;8
6540;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Grey Triblend / XL);164.43;Apparel;Grey Triblend;XL;14.78;8
6541;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Grey Triblend / 2XL);181.44;Apparel;Grey Triblend;2XL;16.09;8
6542;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Grey Triblend / 3XL);184.27;Apparel;Grey Triblend;3XL;17.4;ooo8
6543;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Grey Triblend / 4XL);215.46;Apparel;Grey Triblend;4XL;18.7;8
6544;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Maroon Triblend / XS);107.73;Apparel;Maroon Triblend;XS;14.78;8
6545;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Maroon Triblend / S);121.9;Apparel;Maroon Triblend;S;14.78;8
6546;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Maroon Triblend / M);138.91;Apparel;Maroon Triblend;M;14.78;8
6547;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Maroon Triblend / L);150.25;Apparel;Maroon Triblend;L;14.78;8
6548;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Maroon Triblend / XL);164.43;Apparel;Maroon Triblend;XL;14.78;8
6549;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Maroon Triblend / 2XL);181.44;Apparel;Maroon Triblend;2XL;16.09;8
6550;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Maroon Triblend / 3XL);184.27;Apparel;Maroon Triblend;3XL;17.4;8
6552;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Navy Triblend / XS);107.73;Apparel;Navy Triblend;XS;14.78;8
6553;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Navy Triblend / S);121.9;Apparel;Navy Triblend;S;14.78;8
6554;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Navy Triblend / M);138.91;Apparel;Navy Triblend;M;14.78;8
6555;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Navy Triblend / L);150.25;Apparel;Navy Triblend;L;14.78;8
6556;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Navy Triblend / XL);164.43;Apparel;Navy Triblend;XL;14.78;8
6557;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Navy Triblend / 2XL);181.44;Apparel;Navy Triblend;2XL;16.09;8
6558;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Navy Triblend / 3XL);184.27;Apparel;Navy Triblend;3XL;17.4;8
6560;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Orange Triblend / XS);107.73;Apparel;Orange Triblend;XS;14.78;8
6561;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Orange Triblend / S);121.9;Apparel;Orange Triblend;S;14.78;8
6562;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Orange Triblend / M);138.91;Apparel;Orange Triblend;M;14.78;8
6563;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Orange Triblend / L);150.25;Apparel;Orange Triblend;L;14.78;8
6564;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Orange Triblend / XL);164.43;Apparel;Orange Triblend;XL;14.78;8
6565;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Orange Triblend / 2XL);181.44;Apparel;Orange Triblend;2XL;16.09;8
6566;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Orange Triblend / 3XL);184.27;Apparel;Orange Triblend;3XL;17.4;8
6568;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Purple Triblend / XS);107.73;Apparel;Purple Triblend;XS;14.78;8
6569;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Purple Triblend / S);121.9;Apparel;Purple Triblend;S;14.78;8
6570;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Purple Triblend / M);138.91;Apparel;Purple Triblend;M;14.78;8
6571;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Purple Triblend / L);150.25;Apparel;Purple Triblend;L;14.78;8
6572;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Purple Triblend / XL);164.43;Apparel;Purple Triblend;XL;14.78;8
6573;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Purple Triblend / 2XL);181.44;Apparel;Purple Triblend;2XL;16.09;8
6574;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Purple Triblend / 3XL);184.27;Apparel;Purple Triblend;3XL;17.4;8
6576;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Red Triblend / XS);107.73;Apparel;Red Triblend;XS;14.78;8
6577;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Red Triblend / S);121.9;Apparel;Red Triblend;S;14.78;8
6578;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Red Triblend / M);138.91;Apparel;Red Triblend;M;14.78;8
6579;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Red Triblend / L);150.25;Apparel;Red Triblend;L;14.78;8
6580;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Red Triblend / XL);164.43;Apparel;Red Triblend;XL;14.78;8
6581;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Red Triblend / 2XL);181.44;Apparel;Red Triblend;2XL;16.09;8
6582;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Red Triblend / 3XL);184.27;Apparel;Red Triblend;3XL;17.4;8
6584;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Solid Black Triblend / XS);107.73;Apparel;Solid Black Triblend;XS;14.78;8
6585;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Solid Black Triblend / S);121.9;Apparel;Solid Black Triblend;S;14.78;8
6586;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Solid Black Triblend / M);138.91;Apparel;Solid Black Triblend;M;14.78;8
6587;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Solid Black Triblend / L);150.25;Apparel;Solid Black Triblend;L;14.78;8
6588;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Solid Black Triblend / XL);164.43;Apparel;Solid Black Triblend;XL;14.78;8
6589;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Solid Black Triblend / 2XL);181.44;Apparel;Solid Black Triblend;2XL;16.09;8
6590;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Solid Black Triblend / 3XL);184.27;Apparel;Solid Black Triblend;3XL;17.4;8
6592;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Teal Triblend / XS);107.73;Apparel;Teal Triblend;XS;14.78;8
6593;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Teal Triblend / S);121.9;Apparel;Teal Triblend;S;14.78;8
6594;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Teal Triblend / M);138.91;Apparel;Teal Triblend;M;14.78;8
6595;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Teal Triblend / L);150.25;Apparel;Teal Triblend;L;14.78;8
6596;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Teal Triblend / XL);164.43;Apparel;Teal Triblend;XL;14.78;8
6597;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Teal Triblend / 2XL);181.44;Apparel;Teal Triblend;2XL;16.09;8
6598;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Teal Triblend / 3XL);184.27;Apparel;Teal Triblend;3XL;17.4;8
6600;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (True Royal Triblend / XS);107.73;Apparel;True Royal Triblend;XS;14.78;8
6601;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (True Royal Triblend / S);121.9;Apparel;True Royal Triblend;S;14.78;8
6602;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (True Royal Triblend / M);138.91;Apparel;True Royal Triblend;M;14.78;8
6603;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (True Royal Triblend / L);150.25;Apparel;True Royal Triblend;L;14.78;8
6604;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (True Royal Triblend / XL);164.43;Apparel;True Royal Triblend;XL;14.78;8
6605;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (True Royal Triblend / 2XL);181.44;Apparel;True Royal Triblend;2XL;16.09;8
6606;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (True Royal Triblend / 3XL);184.27;Apparel;True Royal Triblend;3XL;17.4;8
6608;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (White Fleck Triblend / XS);107.73;Apparel;White Fleck Triblend;XS;14.78;8
6609;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (White Fleck Triblend / S);121.9;Apparel;White Fleck Triblend;S;14.78;8
6610;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (White Fleck Triblend / M);138.91;Apparel;White Fleck Triblend;M;14.78;8
6611;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (White Fleck Triblend / L);150.25;Apparel;White Fleck Triblend;L;14.78;8
6612;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (White Fleck Triblend / XL);164.43;Apparel;White Fleck Triblend;XL;14.78;8
6613;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (White Fleck Triblend / 2XL);181.44;Apparel;White Fleck Triblend;2XL;16.09;8
6614;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (White Fleck Triblend / 3XL);184.27;Apparel;White Fleck Triblend;3XL;17.4;8
6821;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Oatmeal Triblend / XS);107.73;Apparel;Oatmeal Triblend;XS;14.78;8
6822;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Oatmeal Triblend / S);121.9;Apparel;Oatmeal Triblend;S;14.78;8
6823;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Oatmeal Triblend / M);138.91;Apparel;Oatmeal Triblend;M;14.78;8
6824;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Oatmeal Triblend / L);150.25;Apparel;Oatmeal Triblend;L;14.78;8
6825;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Oatmeal Triblend / XL);164.43;Apparel;Oatmeal Triblend;XL;14.78;8
6826;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Oatmeal Triblend / 2XL);181.44;Apparel;Oatmeal Triblend;2XL;16.09;8
6827;Bella + Canvas 3413 Unisex Triblend Short Sleeve T-Shirt with Tear Away Label (Oatmeal Triblend / 3XL);184.27;Apparel;Oatmeal Triblend;3XL;17.4;8
4636;Bella + Canvas 3000 Long Sleeve Baseball Jersey T-Shirt with Tear Away Label (White/ Black / S);178.6;Apparel;White/ Black;S;16.57;8
4637;Bella + Canvas 3000 Long Sleeve Baseball Jersey T-Shirt with Tear Away Label (White/ Black / M);189.94;Apparel;White/ Black;M;16.57;8
4641;Bella + Canvas 3000 Long Sleeve Baseball Jersey T-Shirt with Tear Away Label (White/ Canvas Red / S);178.6;Apparel;White/ Canvas Red;S;16.57;8
4642;Bella + Canvas 3000 Long Sleeve Baseball Jersey T-Shirt with Tear Away Label (White/ Canvas Red / M);189.94;Apparel;White/ Canvas Red;M;16.57;8
4644;Bella + Canvas 3000 Long Sleeve Baseball Jersey T-Shirt with Tear Away Label (White/ Canvas Red / XL);243.81;Apparel;White/ Canvas Red;XL;16.57;8
4645;Bella + Canvas 3000 Long Sleeve Baseball Jersey T-Shirt with Tear Away Label (White/ Canvas Red / 2XL);269.32;Apparel;White/ Canvas Red;2XL;17.88;8
4648;Bella + Canvas 3000 Long Sleeve Baseball Jersey T-Shirt with Tear Away Label (White/ Navy / L);226.8;Apparel;White/ Navy;L;16.57;8
4650;Bella + Canvas 3000 Long Sleeve Baseball Jersey T-Shirt with Tear Away Label (White/ Navy / 2XL);269.32;Apparel;White/ Navy;2XL;17.88;8
4011;Bella + Canvas 3001 Unisex Short Sleeve Jersey T-Shirt with Tear Away Label (White / S);130.41;Apparel;White;S;11.29;8
4012;Bella + Canvas 3001 Unisex Short Sleeve Jersey T-Shirt with Tear Away Label (White / M);141.75;Apparel;White;M;11.29;8
4013;Bella + Canvas 3001 Unisex Short Sleeve Jersey T-Shirt with Tear Away Label (White / L);164.43;Apparel;White;L;11.29;8
4014;Bella + Canvas 3001 Unisex Short Sleeve Jersey T-Shirt with Tear Away Label (White / XL);170.1;Apparel;White;XL;11.29;8
4015;Bella + Canvas 3001 Unisex Short Sleeve Jersey T-Shirt with Tear Away Label (White / 2XL);201.28;Apparel;White;2XL;12.6;8
4016;Bella + Canvas 3001 Unisex Short Sleeve Jersey T-Shirt with Tear Away Label (Black / S);130.41;Apparel;Black;S;11.29;8
4017;Bella + Canvas 3001 Unisex Short Sleeve Jersey T-Shirt with Tear Away Label (Black / M);141.75;Apparel;Black;M;11.29;8
4018;Bella + Canvas 3001 Unisex Short Sleeve Jersey T-Shirt with Tear Away Label (Black / L);164.43;Apparel;Black;L;11.29;8
4019;Bella + Canvas 3001 Unisex Short Sleeve Jersey T-Shirt with Tear Away Label (Black / XL);170.1;Apparel;Black;XL;11.29;8
4020;Bella + Canvas 3001 Unisex Short Sleeve Jersey T-Shirt with Tear Away Label (Black / 2XL);201.28;Apparel;Black;2XL;12.6;8
4021;Bella + Canvas 3001 Unisex Short Sleeve Jersey T-Shirt with Tear Away Label (Aqua / S);130.41;Apparel;Aqua;S;11.29;8
4022;Bella + Canvas 3001 Unisex Short Sleeve Jersey T-Shirt with Tear Away Label (Aqua / M);141.75;Apparel;Aqua;M;11.29;8
4023;Bella + Canvas 3001 Unisex Short Sleeve Jersey T-Shirt with Tear Away Label (Aqua / L);164.43;Apparel;Aqua;L;11.29;8
4024;Bella + Canvas 3001 Unisex Short Sleeve Jersey T-Shirt with Tear Away Label (Aqua / XL);170.1;Apparel;Aqua;XL;11.29;8
4025;Bella + Canvas 3001 Unisex Short Sleeve Jersey T-Shirt with Tear Away Label (Aqua / 2XL);201.28;Apparel;Aqua;2XL;12.6;8
4026;Bella + Canvas 3001 Unisex Short Sleeve Jersey T-Shirt with Tear Away Label (Ash / S);130.41;Apparel;Ash;S;11.29;8
4027;Bella + Canvas 3001 Unisex Short Sleeve Jersey T-Shirt with Tear Away Label (Ash / M);141.75;Apparel;Ash;M;11.29;8
4028;Bella + Canvas 3001 Unisex Short Sleeve Jersey T-Shirt with Tear Away Label (Ash / L);164.43;Apparel;Ash;L;11.29;8
4029;Bella + Canvas 3001 Unisex Short Sleeve Jersey T-Shirt with Tear Away Label (Ash / XL);170.1;Apparel;Ash;XL;11.29;8
4030;Bella + Canvas 3001 Unisex Short Sleeve Jersey T-Shirt with Tear Away Label (Ash / 2XL);201.28;Apparel;Ash;2XL;12.6;8
4031;Bella + Canvas 3001 Unisex Short Sleeve Jersey T-Shirt with Tear Away Label (Asphalt / S);130.41;Apparel;Asphalt;S;11.29;8
4032;Bella + Canvas 3001 Unisex Short Sleeve Jersey T-Shirt with Tear Away Label (Asphalt / M);141.75;Apparel;Asphalt;M;11.29;8
4033;Bella + Canvas 3001 Unisex Short Sleeve Jersey T-Shirt with Tear Away Label (Asphalt / L);164.43;Apparel;Asphalt;L;11.29;8
4034;Bella + Canvas 3001 Unisex Short Sleeve Jersey T-Shirt with Tear Away Label (Asphalt / XL);170.1;Apparel;Asphalt;XL;11.29;8
4035;Bella + Canvas 3001 Unisex Short Sleeve Jersey T-Shirt with Tear Away Label (Asphalt / 2XL);201.28;Apparel;Asphalt;2XL;12.6;8
4041;Bella + Canvas 3001 Unisex Short Sleeve Jersey T-Shirt with Tear Away Label (Berry / S);130.41;Apparel;Berry;S;11.29;8
4042;Bella + Canvas 3001 Unisex Short Sleeve Jersey T-Shirt with Tear Away Label (Berry / M);141.75;Apparel;Berry;M;11.29;8
4043;Bella + Canvas 3001 Unisex Short Sleeve Jersey T-Shirt with Tear Away Label (Berry / L);164.43;Apparel;Berry;L;11.29;8
4044;Bella + Canvas 3001 Unisex Short Sleeve Jersey T-Shirt with Tear Away Label (Berry / XL);170.1;Apparel;Berry;XL;11.29;8
4045;Bella + Canvas 3001 Unisex Short Sleeve Jersey T-Shirt with Tear Away Label (Berry / 2XL);201.28;Apparel;Berry;2XL;12.6;8
4046;Bella + Canvas 3001 Unisex Short Sleeve Jersey T-Shirt with Tear Away Label (Brown / S);130.41;Apparel;Brown;S;11.29;8
4047;Bella + Canvas 3001 Unisex Short Sleeve Jersey T-Shirt with Tear Away Label (Brown / M);141.75;Apparel;Brown;M;11.29;8
4048;Bella + Canvas 3001 Unisex Short Sleeve Jersey T-Shirt with Tear Away Label (Brown / L);164.43;Apparel;Brown;L;11.29;8
4049;Bella + Canvas 3001 Unisex Short Sleeve Jersey T-Shirt with Tear Away Label (Brown / XL);170.1;Apparel;Brown;XL;11.29O;8
4050;Bella + Canvas 3001 Unisex Short Sleeve Jersey T-Shirt with Tear Away Label (Brown / 2XL);201.28;Apparel;Brown;2XL;12.6;8
4081;Bella + Canvas 3001 Unisex Short Sleeve Jersey T-Shirt with Tear Away Label (Gold / S);130.41;Apparel;Gold;S;11.29;8
4082;Bella + Canvas 3001 Unisex Short Sleeve Jersey T-Shirt with Tear Away Label (Gold / M);141.75;Apparel;Gold;M;11.29;8
4083;Bella + Canvas 3001 Unisex Short Sleeve Jersey T-Shirt with Tear Away Label (Gold / L);164.43;Apparel;Gold;L;11.29;8
4084;Bella + Canvas 3001 Unisex Short Sleeve Jersey T-Shirt with Tear Away Label (Gold / XL);170.1;Apparel;Gold;XL;11.29;8
4085;Bella + Canvas 3001 Unisex Short Sleeve Jersey T-Shirt with Tear Away Label (Gold / 2XL);201.28;Apparel;Gold;2XL;12.6;8
4086;Bella + Canvas 3001 Unisex Short Sleeve Jersey T-Shirt with Tear Away Label (Kelly / S);130.41;Apparel;Kelly;S;11.29;8
4087;Bella + Canvas 3001 Unisex Short Sleeve Jersey T-Shirt with Tear Away Label (Kelly / M);141.75;Apparel;Kelly;M;11.29;8
4088;Bella + Canvas 3001 Unisex Short Sleeve Jersey T-Shirt with Tear Away Label (Kelly / L);164.43;Apparel;Kelly;L;11.29;8
4089;Bella + Canvas 3001 Unisex Short Sleeve Jersey T-Shirt with Tear Away Label (Kelly / XL);170.1;Apparel;Kelly;XL;11.29;8
4090;Bella + Canvas 3001 Unisex Short Sleeve Jersey T-Shirt with Tear Away Label (Kelly / 2XL);201.28;Apparel;Kelly;2XL;12.6;8
4091;Bella + Canvas 3001 Unisex Short Sleeve Jersey T-Shirt with Tear Away Label (Leaf / S);130.41;Apparel;Leaf;S;11.29;8
4092;Bella + Canvas 3001 Unisex Short Sleeve Jersey T-Shirt with Tear Away Label (Leaf / M);141.75;Apparel;Leaf;M;11.29;8
4093;Bella + Canvas 3001 Unisex Short Sleeve Jersey T-Shirt with Tear Away Label (Leaf / L);164.43;Apparel;Leaf;L;11.29;8
4094;Bella + Canvas 3001 Unisex Short Sleeve Jersey T-Shirt with Tear Away Label (Leaf / XL);170.1;Apparel;Leaf;XL;11.29;8
4095;Bella + Canvas 3001 Unisex Short Sleeve Jersey T-Shirt with Tear Away Label (Leaf / 2XL);201.28;Apparel;Leaf;2XL;12.6;8
4111;Bella + Canvas 3001 Unisex Short Sleeve Jersey T-Shirt with Tear Away Label (Navy / S);130.41;Apparel;Navy;S;11.29;8
4112;Bella + Canvas 3001 Unisex Short Sleeve Jersey T-Shirt with Tear Away Label (Navy / M);141.75;Apparel;Navy;M;11.29;8
4113;Bella + Canvas 3001 Unisex Short Sleeve Jersey T-Shirt with Tear Away Label (Navy / L);164.43;Apparel;Navy;L;11.29;8
4114;Bella + Canvas 3001 Unisex Short Sleeve Jersey T-Shirt with Tear Away Label (Navy / XL);170.1;Apparel;Navy;XL;11.29;8
4115;Bella + Canvas 3001 Unisex Short Sleeve Jersey T-Shirt with Tear Away Label (Navy / 2XL);201.28;Apparel;Navy;2XL;12.6;8
4116;Bella + Canvas 3001 Unisex Short Sleeve Jersey T-Shirt with Tear Away Label (Ocean Blue / S);130.41;Apparel;Ocean Blue;S;11.29;8
4117;Bella + Canvas 3001 Unisex Short Sleeve Jersey T-Shirt with Tear Away Label (Ocean Blue / M);141.75;Apparel;Ocean Blue;M;11.29;8
4118;Bella + Canvas 3001 Unisex Short Sleeve Jersey T-Shirt with Tear Away Label (Ocean Blue / L);164.43;Apparel;Ocean Blue;L;11.29;8
4119;Bella + Canvas 3001 Unisex Short Sleeve Jersey T-Shirt with Tear Away Label (Ocean Blue / XL);170.1;Apparel;Ocean Blue;XL;11.29;8
